Date,Time,Value[mNAP],State of value
2003-08-14,00:00:00,0.403,40
2003-08-15,00:00:00,0.461,40
2003-08-16,00:00:00,0.352,40
2003-08-17,00:00:00,0.232,40
2003-08-18,00:00:00,0.232,40
2003-08-19,00:00:00,0.351,40
2003-08-20,00:00:00,0.367,40
2003-08-21,00:00:00,0.332,40
2003-08-22,00:00:00,0.426,40
2003-08-23,00:00:00,0.510,40
2003-08-24,00:00:00,0.385,40
2003-08-25,00:00:00,0.304,40
2003-08-26,00:00:00,0.302,40
2003-08-27,00:00:00,0.379,40
2003-08-28,00:00:00,0.367,40
2003-08-29,00:00:00,0.382,40
2003-08-30,00:00:00,0.518,40
2003-08-31,00:00:00,0.560,40
2003-09-01,00:00:00,0.524,40
2003-09-02,00:00:00,0.431,40
2003-09-03,00:00:00,0.314,40
2003-09-04,00:00:00,0.258,40
2003-09-05,00:00:00,0.204,40
2003-09-06,00:00:00,0.257,40
2003-09-07,00:00:00,0.344,40
2003-09-08,00:00:00,0.345,40
2003-09-09,00:00:00,0.389,40
2003-09-10,00:00:00,0.409,40
2003-09-11,00:00:00,0.490,40
2003-09-12,00:00:00,0.450,40
2003-09-13,00:00:00,0.396,40
2003-09-14,00:00:00,0.217,40
2003-09-15,00:00:00,0.264,40
2003-09-16,00:00:00,0.305,40
2003-09-17,00:00:00,0.263,40
2003-09-18,00:00:00,0.276,40
2003-09-19,00:00:00,0.381,40
2003-09-20,00:00:00,0.316,40
2003-09-21,00:00:00,0.325,40
2003-09-22,00:00:00,0.352,40
2003-09-23,00:00:00,0.677,40
2003-09-24,00:00:00,0.556,40
2003-09-25,00:00:00,0.288,40
2003-09-26,00:00:00,0.275,40
2003-09-27,00:00:00,0.398,40
2003-09-28,00:00:00,0.311,40
2003-09-29,00:00:00,0.392,40
2003-09-30,00:00:00,0.312,40
2003-10-01,00:00:00,0.270,40
2003-10-02,00:00:00,0.313,40
2003-10-03,00:00:00,0.352,40
2003-10-04,00:00:00,0.592,40
2003-10-05,00:00:00,0.662,40
2003-10-06,00:00:00,0.533,40
2003-10-07,00:00:00,1.047,40
2003-10-08,00:00:00,1.144,40
2003-10-09,00:00:00,0.955,40
2003-10-10,00:00:00,0.759,40
2003-10-11,00:00:00,0.823,40
2003-10-12,00:00:00,0.612,40
2003-10-13,00:00:00,0.379,40
2003-10-14,00:00:00,0.259,40
2003-10-15,00:00:00,0.158,40
2003-10-16,00:00:00,0.175,40
2003-10-17,00:00:00,0.158,40
2003-10-18,00:00:00,0.221,40
2003-10-19,00:00:00,0.293,40
2003-10-20,00:00:00,0.346,40
2003-10-21,00:00:00,0.340,40
2003-10-22,00:00:00,0.301,40
2003-10-23,00:00:00,0.113,40
2003-10-24,00:00:00,0.186,40
2003-10-25,00:00:00,0.421,40
2003-10-26,00:00:00,0.563,40
2003-10-27,00:00:00,0.430,40
2003-10-28,00:00:00,0.388,40
2003-10-29,00:00:00,0.428,40
2003-10-30,00:00:00,0.536,40
2003-10-31,00:00:00,0.501,40
2003-11-01,00:00:00,0.538,40
2003-11-02,00:00:00,0.527,40
2003-11-03,00:00:00,0.707,40
2003-11-04,00:00:00,0.801,40
2003-11-05,00:00:00,0.386,40
2003-11-06,00:00:00,0.311,40
2003-11-07,00:00:00,0.303,40
2003-11-08,00:00:00,0.147,40
2003-11-09,00:00:00,0.149,40
2003-11-10,00:00:00,0.245,40
2003-11-11,00:00:00,0.295,40
2003-11-12,00:00:00,0.253,40
2003-11-13,00:00:00,0.378,40
2003-11-14,00:00:00,0.315,40
2003-11-15,00:00:00,0.317,40
2003-11-16,00:00:00,0.471,40
2003-11-17,00:00:00,0.469,40
2003-11-18,00:00:00,0.465,40
2003-11-19,00:00:00,0.573,40
2003-11-20,00:00:00,0.469,40
2003-11-21,00:00:00,0.433,40
2003-11-22,00:00:00,0.431,40
2003-11-23,00:00:00,0.458,40
2003-11-24,00:00:00,0.479,40
2003-11-25,00:00:00,0.409,40
2003-11-26,00:00:00,0.316,40
2003-11-27,00:00:00,0.315,40
2003-11-28,00:00:00,0.391,40
2003-11-29,00:00:00,0.276,40
2003-11-30,00:00:00,0.141,40
2003-12-01,00:00:00,0.386,40
2003-12-02,00:00:00,0.364,40
2003-12-03,00:00:00,0.297,40
2003-12-04,00:00:00,0.245,40
2003-12-05,00:00:00,---,40
2003-12-06,00:00:00,0.355,40
2003-12-07,00:00:00,0.198,40
2003-12-08,00:00:00,0.146,40
2003-12-09,00:00:00,0.227,40
2003-12-10,00:00:00,0.287,40
2003-12-11,00:00:00,0.395,40
2003-12-12,00:00:00,0.502,40
2003-12-13,00:00:00,0.400,40
2003-12-14,00:00:00,1.025,40
2003-12-15,00:00:00,1.275,40
2003-12-16,00:00:00,0.932,40
2003-12-17,00:00:00,0.661,40
2003-12-18,00:00:00,0.585,40
2003-12-19,00:00:00,0.615,40
2003-12-20,00:00:00,0.621,40
2003-12-21,00:00:00,1.005,40
2003-12-22,00:00:00,1.289,40
2003-12-23,00:00:00,0.794,40
2003-12-24,00:00:00,0.611,40
2003-12-25,00:00:00,0.580,40
2003-12-26,00:00:00,0.582,40
2003-12-27,00:00:00,0.581,40
2003-12-28,00:00:00,0.808,40
2003-12-29,00:00:00,0.905,40
2003-12-30,00:00:00,0.745,40
2003-12-31,00:00:00,0.594,40
2004-01-01,00:00:00,0.175,40
2004-01-02,00:00:00,0.235,40
2004-01-03,00:00:00,0.127,40
2004-01-04,00:00:00,0.420,40
2004-01-05,00:00:00,0.484,40
2004-01-06,00:00:00,0.415,40
2004-01-07,00:00:00,0.573,40
2004-01-08,00:00:00,0.317,40
2004-01-09,00:00:00,0.388,40
2004-01-10,00:00:00,0.619,40
2004-01-11,00:00:00,0.528,40
2004-01-12,00:00:00,0.873,40
2004-01-13,00:00:00,0.965,40
2004-01-14,00:00:00,1.311,40
2004-01-15,00:00:00,1.198,40
2004-01-16,00:00:00,1.027,40
2004-01-17,00:00:00,1.220,40
2004-01-18,00:00:00,0.749,40
2004-01-19,00:00:00,0.881,40
2004-01-20,00:00:00,0.982,40
2004-01-21,00:00:00,0.680,40
2004-01-22,00:00:00,0.625,40
2004-01-23,00:00:00,0.629,40
2004-01-24,00:00:00,0.630,40
2004-01-25,00:00:00,0.707,40
2004-01-26,00:00:00,0.502,40
2004-01-27,00:00:00,0.468,40
2004-01-28,00:00:00,0.720,40
2004-01-29,00:00:00,1.079,40
2004-01-30,00:00:00,0.840,40
2004-01-31,00:00:00,0.713,40
2004-02-01,00:00:00,1.080,40
2004-02-02,00:00:00,0.913,40
2004-02-03,00:00:00,0.884,40
2004-02-04,00:00:00,0.896,40
2004-02-05,00:00:00,0.898,40
2004-02-06,00:00:00,0.640,40
2004-02-07,00:00:00,0.886,40
2004-02-08,00:00:00,1.285,40
2004-02-09,00:00:00,1.353,40
2004-02-10,00:00:00,0.737,40
2004-02-11,00:00:00,0.799,40
2004-02-12,00:00:00,0.608,40
2004-02-13,00:00:00,0.499,40
2004-02-14,00:00:00,0.458,40
2004-02-15,00:00:00,0.453,40
2004-02-16,00:00:00,0.417,40
2004-02-17,00:00:00,0.427,40
2004-02-18,00:00:00,0.503,40
2004-02-19,00:00:00,0.429,40
2004-02-20,00:00:00,0.250,40
2004-02-21,00:00:00,0.308,40
2004-02-22,00:00:00,0.494,40
2004-02-23,00:00:00,0.790,40
2004-02-24,00:00:00,0.690,40
2004-02-25,00:00:00,0.899,40
2004-02-26,00:00:00,0.999,40
2004-02-27,00:00:00,0.901,40
2004-02-28,00:00:00,0.717,40
2004-02-29,00:00:00,0.573,40
2004-03-01,00:00:00,0.409,40
2004-03-02,00:00:00,0.443,40
2004-03-03,00:00:00,0.465,40
2004-03-04,00:00:00,0.430,40
2004-03-05,00:00:00,0.403,40
2004-03-06,00:00:00,0.504,40
2004-03-07,00:00:00,0.564,40
2004-03-08,00:00:00,0.507,40
2004-03-09,00:00:00,0.434,40
2004-03-10,00:00:00,0.359,40
2004-03-11,00:00:00,0.337,40
2004-03-12,00:00:00,0.240,40
2004-03-13,00:00:00,0.358,40
2004-03-14,00:00:00,0.414,40
2004-03-15,00:00:00,0.405,40
2004-03-16,00:00:00,0.520,40
2004-03-17,00:00:00,0.412,40
2004-03-18,00:00:00,0.485,40
2004-03-19,00:00:00,0.451,40
2004-03-20,00:00:00,0.726,40
2004-03-21,00:00:00,0.923,40
2004-03-22,00:00:00,0.997,40
2004-03-23,00:00:00,0.844,40
2004-03-24,00:00:00,0.724,40
2004-03-25,00:00:00,0.639,40
2004-03-26,00:00:00,0.508,40
2004-03-27,00:00:00,0.439,40
2004-03-28,00:00:00,0.439,40
2004-03-29,00:00:00,0.424,40
2004-03-30,00:00:00,0.322,40
2004-03-31,00:00:00,0.286,40
2004-04-01,00:00:00,0.358,40
2004-04-02,00:00:00,0.323,40
2004-04-03,00:00:00,0.309,40
2004-04-04,00:00:00,0.413,40
2004-04-05,00:00:00,0.639,40
2004-04-06,00:00:00,0.817,40
2004-04-07,00:00:00,0.809,40
2004-04-08,00:00:00,0.744,40
2004-04-09,00:00:00,0.651,40
2004-04-10,00:00:00,0.612,40
2004-04-11,00:00:00,0.561,40
2004-04-12,00:00:00,0.447,40
2004-04-13,00:00:00,0.391,40
2004-04-14,00:00:00,0.327,40
2004-04-15,00:00:00,0.324,40
2004-04-16,00:00:00,0.370,40
2004-04-17,00:00:00,0.459,40
2004-04-18,00:00:00,0.462,40
2004-04-19,00:00:00,0.460,40
2004-04-20,00:00:00,0.420,40
2004-04-21,00:00:00,0.438,40
2004-04-22,00:00:00,0.419,40
2004-04-23,00:00:00,0.529,40
2004-04-24,00:00:00,0.446,40
2004-04-25,00:00:00,0.417,40
2004-04-26,00:00:00,0.368,40
2004-04-27,00:00:00,0.381,40
2004-04-28,00:00:00,0.380,40
2004-04-29,00:00:00,0.376,40
2004-04-30,00:00:00,0.353,40
2004-05-01,00:00:00,0.416,40
2004-05-02,00:00:00,0.456,40
2004-05-03,00:00:00,0.486,40
2004-05-04,00:00:00,0.516,40
2004-05-05,00:00:00,0.436,40
2004-05-06,00:00:00,0.470,40
2004-05-07,00:00:00,0.559,40
2004-05-08,00:00:00,0.745,40
2004-05-09,00:00:00,0.791,40
2004-05-10,00:00:00,0.789,40
2004-05-11,00:00:00,0.790,40
2004-05-12,00:00:00,0.576,40
2004-05-13,00:00:00,0.421,40
2004-05-14,00:00:00,0.472,40
2004-05-15,00:00:00,0.478,40
2004-05-16,00:00:00,0.399,40
2004-05-17,00:00:00,0.362,40
2004-05-18,00:00:00,0.406,40
2004-05-19,00:00:00,0.463,40
2004-05-20,00:00:00,0.501,40
2004-05-21,00:00:00,0.500,40
2004-05-22,00:00:00,0.503,40
2004-05-23,00:00:00,0.526,40
2004-05-24,00:00:00,0.469,40
2004-05-25,00:00:00,0.484,40
2004-05-26,00:00:00,0.473,40
2004-05-27,00:00:00,0.425,40
2004-05-28,00:00:00,0.355,40
2004-05-29,00:00:00,0.317,40
2004-05-30,00:00:00,0.367,40
2004-05-31,00:00:00,0.445,40
2004-06-01,00:00:00,0.439,40
2004-06-02,00:00:00,0.491,40
2004-06-03,00:00:00,0.505,40
2004-06-04,00:00:00,0.492,40
2004-06-05,00:00:00,0.569,40
2004-06-06,00:00:00,0.538,40
2004-06-07,00:00:00,0.498,40
2004-06-08,00:00:00,0.517,40
2004-06-09,00:00:00,0.462,40
2004-06-10,00:00:00,0.426,40
2004-06-11,00:00:00,0.522,40
2004-06-12,00:00:00,0.632,40
2004-06-13,00:00:00,0.560,40
2004-06-14,00:00:00,0.395,40
2004-06-15,00:00:00,0.440,40
2004-06-16,00:00:00,0.502,40
2004-06-17,00:00:00,0.457,40
2004-06-18,00:00:00,0.572,40
2004-06-19,00:00:00,0.627,40
2004-06-20,00:00:00,0.626,40
2004-06-21,00:00:00,0.571,40
2004-06-22,00:00:00,0.520,40
2004-06-23,00:00:00,0.498,40
2004-06-24,00:00:00,0.877,40
2004-06-25,00:00:00,0.870,40
2004-06-26,00:00:00,0.619,40
2004-06-27,00:00:00,0.460,40
2004-06-28,00:00:00,0.579,40
2004-06-29,00:00:00,0.502,40
2004-06-30,00:00:00,0.447,40
2004-07-01,00:00:00,0.529,40
2004-07-02,00:00:00,0.589,40
2004-07-03,00:00:00,0.649,40
2004-07-04,00:00:00,0.612,40
2004-07-05,00:00:00,0.559,40
2004-07-06,00:00:00,0.503,40
2004-07-07,00:00:00,0.375,40
2004-07-08,00:00:00,0.316,40
2004-07-09,00:00:00,0.439,40
2004-07-10,00:00:00,0.587,40
2004-07-11,00:00:00,0.591,40
2004-07-12,00:00:00,0.682,40
2004-07-13,00:00:00,0.655,40
2004-07-14,00:00:00,0.556,40
2004-07-15,00:00:00,0.589,40
2004-07-16,00:00:00,0.575,40
2004-07-17,00:00:00,0.510,40
2004-07-18,00:00:00,0.551,40
2004-07-19,00:00:00,0.584,40
2004-07-20,00:00:00,0.525,40
2004-07-21,00:00:00,0.478,40
2004-07-22,00:00:00,0.478,40
2004-07-23,00:00:00,0.490,40
2004-07-24,00:00:00,0.541,40
2004-07-25,00:00:00,0.516,40
2004-07-26,00:00:00,0.581,40
2004-07-27,00:00:00,0.491,40
2004-07-28,00:00:00,0.434,40
2004-07-29,00:00:00,0.365,40
2004-07-30,00:00:00,0.411,40
2004-07-31,00:00:00,0.467,40
2004-08-01,00:00:00,0.459,40
2004-08-02,00:00:00,0.414,40
2004-08-03,00:00:00,0.403,40
2004-08-04,00:00:00,0.445,40
2004-08-05,00:00:00,0.453,40
2004-08-06,00:00:00,0.468,40
2004-08-07,00:00:00,0.464,40
2004-08-08,00:00:00,0.412,40
2004-08-09,00:00:00,0.387,40
2004-08-10,00:00:00,0.387,40
2004-08-11,00:00:00,0.427,40
2004-08-12,00:00:00,0.428,40
2004-08-13,00:00:00,0.550,40
2004-08-14,00:00:00,0.738,40
2004-08-15,00:00:00,0.579,40
2004-08-16,00:00:00,0.548,40
2004-08-17,00:00:00,0.559,40
2004-08-18,00:00:00,0.530,40
2004-08-19,00:00:00,0.552,40
2004-08-20,00:00:00,0.624,40
2004-08-21,00:00:00,0.753,40
2004-08-22,00:00:00,0.666,40
2004-08-23,00:00:00,0.505,40
2004-08-24,00:00:00,0.491,40
2004-08-25,00:00:00,0.653,40
2004-08-26,00:00:00,0.773,40
2004-08-27,00:00:00,0.653,40
2004-08-28,00:00:00,0.743,40
2004-08-29,00:00:00,0.661,40
2004-08-30,00:00:00,0.767,40
2004-08-31,00:00:00,0.966,40
2004-09-01,00:00:00,0.846,40
2004-09-02,00:00:00,0.642,40
2004-09-03,00:00:00,0.538,40
2004-09-04,00:00:00,0.492,40
2004-09-05,00:00:00,0.440,40
2004-09-06,00:00:00,0.430,40
2004-09-07,00:00:00,0.343,40
2004-09-08,00:00:00,0.191,40
2004-09-09,00:00:00,0.114,40
2004-09-10,00:00:00,0.207,40
2004-09-11,00:00:00,0.383,40
2004-09-12,00:00:00,0.584,40
2004-09-13,00:00:00,0.589,40
2004-09-14,00:00:00,0.551,40
2004-09-15,00:00:00,0.691,40
2004-09-16,00:00:00,0.584,40
2004-09-17,00:00:00,0.325,40
2004-09-18,00:00:00,0.358,40
2004-09-19,00:00:00,0.488,40
2004-09-20,00:00:00,0.514,40
2004-09-21,00:00:00,0.920,40
2004-09-22,00:00:00,1.016,40
2004-09-23,00:00:00,0.924,40
2004-09-24,00:00:00,1.031,40
2004-09-25,00:00:00,0.840,40
2004-09-26,00:00:00,0.677,40
2004-09-27,00:00:00,0.716,40
2004-09-28,00:00:00,0.718,40
2004-09-29,00:00:00,0.688,40
2004-09-30,00:00:00,0.574,40
2004-10-01,00:00:00,0.461,40
2004-10-02,00:00:00,0.474,40
2004-10-03,00:00:00,0.569,40
2004-10-04,00:00:00,0.461,40
2004-10-05,00:00:00,0.543,40
2004-10-06,00:00:00,0.542,40
2004-10-07,00:00:00,0.615,40
2004-10-08,00:00:00,0.553,40
2004-10-09,00:00:00,0.353,40
2004-10-10,00:00:00,0.139,40
2004-10-11,00:00:00,0.091,40
2004-10-12,00:00:00,0.004,40
2004-10-13,00:00:00,0.087,40
2004-10-14,00:00:00,0.196,40
2004-10-15,00:00:00,0.304,40
2004-10-16,00:00:00,0.410,40
2004-10-17,00:00:00,0.537,40
2004-10-18,00:00:00,0.594,40
2004-10-19,00:00:00,0.552,40
2004-10-20,00:00:00,0.390,40
2004-10-21,00:00:00,0.591,40
2004-10-22,00:00:00,0.519,40
2004-10-23,00:00:00,0.663,40
2004-10-24,00:00:00,0.711,40
2004-10-25,00:00:00,0.672,40
2004-10-26,00:00:00,0.711,40
2004-10-27,00:00:00,0.597,40
2004-10-28,00:00:00,0.518,40
2004-10-29,00:00:00,0.538,40
2004-10-30,00:00:00,0.611,40
2004-10-31,00:00:00,0.647,40
2004-11-01,00:00:00,0.592,40
2004-11-02,00:00:00,0.478,40
2004-11-03,00:00:00,0.454,40
2004-11-04,00:00:00,0.496,40
2004-11-05,00:00:00,0.711,40
2004-11-06,00:00:00,0.629,40
2004-11-07,00:00:00,0.479,40
2004-11-08,00:00:00,0.480,40
2004-11-09,00:00:00,0.450,40
2004-11-10,00:00:00,0.551,40
2004-11-11,00:00:00,0.590,40
2004-11-12,00:00:00,0.508,40
2004-11-13,00:00:00,0.928,40
2004-11-14,00:00:00,0.766,40
2004-11-15,00:00:00,0.625,40
2004-11-16,00:00:00,0.674,40
2004-11-17,00:00:00,0.593,40
2004-11-18,00:00:00,0.876,40
2004-11-19,00:00:00,1.147,40
2004-11-20,00:00:00,1.126,40
2004-11-21,00:00:00,0.801,40
2004-11-22,00:00:00,0.680,40
2004-11-23,00:00:00,0.861,40
2004-11-24,00:00:00,0.513,40
2004-11-25,00:00:00,0.520,40
2004-11-26,00:00:00,0.498,40
2004-11-27,00:00:00,0.641,40
2004-11-28,00:00:00,0.602,40
2004-11-29,00:00:00,0.656,40
2004-11-30,00:00:00,0.537,40
2004-12-01,00:00:00,0.558,40
2004-12-02,00:00:00,0.614,40
2004-12-03,00:00:00,0.579,40
2004-12-04,00:00:00,0.529,40
2004-12-05,00:00:00,0.499,40
2004-12-06,00:00:00,0.511,40
2004-12-07,00:00:00,0.511,40
2004-12-08,00:00:00,0.505,40
2004-12-09,00:00:00,0.346,40
2004-12-10,00:00:00,0.375,40
2004-12-11,00:00:00,0.463,40
2004-12-12,00:00:00,0.378,40
2004-12-13,00:00:00,0.353,40
2004-12-14,00:00:00,0.309,40
2004-12-15,00:00:00,0.344,40
2004-12-16,00:00:00,0.409,40
2004-12-17,00:00:00,0.694,40
2004-12-18,00:00:00,1.039,40
2004-12-19,00:00:00,0.801,40
2004-12-20,00:00:00,0.533,40
2004-12-21,00:00:00,0.495,40
2004-12-22,00:00:00,0.480,40
2004-12-23,00:00:00,0.833,40
2004-12-24,00:00:00,0.963,40
2004-12-25,00:00:00,0.991,40
2004-12-26,00:00:00,0.929,40
2004-12-27,00:00:00,0.668,40
2004-12-28,00:00:00,0.661,40
2004-12-29,00:00:00,1.022,40
2004-12-30,00:00:00,0.616,40
2004-12-31,00:00:00,0.657,40
2005-01-01,00:00:00,0.538,40
2005-01-02,00:00:00,0.895,40
2005-01-03,00:00:00,1.089,40
2005-01-04,00:00:00,0.712,40
2005-01-05,00:00:00,0.829,40
2005-01-06,00:00:00,0.724,40
2005-01-07,00:00:00,0.603,40
2005-01-08,00:00:00,0.748,40
2005-01-09,00:00:00,0.958,40
2005-01-10,00:00:00,0.602,40
2005-01-11,00:00:00,0.736,40
2005-01-12,00:00:00,0.545,40
2005-01-13,00:00:00,1.046,40
2005-01-14,00:00:00,0.841,40
2005-01-15,00:00:00,0.493,40
2005-01-16,00:00:00,0.349,40
2005-01-17,00:00:00,0.432,40
2005-01-18,00:00:00,0.726,40
2005-01-19,00:00:00,1.090,40
2005-01-20,00:00:00,1.011,40
2005-01-21,00:00:00,1.464,40
2005-01-22,00:00:00,1.226,40
2005-01-23,00:00:00,0.933,40
2005-01-24,00:00:00,1.001,40
2005-01-25,00:00:00,0.555,40
2005-01-26,00:00:00,0.292,40
2005-01-27,00:00:00,0.366,40
2005-01-28,00:00:00,0.511,40
2005-01-29,00:00:00,0.378,40
2005-01-30,00:00:00,0.351,40
2005-01-31,00:00:00,0.507,40
2005-02-01,00:00:00,0.641,40
2005-02-02,00:00:00,0.584,40
2005-02-03,00:00:00,0.523,40
2005-02-04,00:00:00,0.430,40
2005-02-05,00:00:00,0.371,40
2005-02-06,00:00:00,0.384,40
2005-02-07,00:00:00,0.375,40
2005-02-08,00:00:00,0.394,40
2005-02-09,00:00:00,0.418,40
2005-02-10,00:00:00,0.558,40
2005-02-11,00:00:00,0.842,40
2005-02-12,00:00:00,0.940,40
2005-02-13,00:00:00,1.511,40
2005-02-14,00:00:00,1.531,40
2005-02-15,00:00:00,1.306,40
2005-02-16,00:00:00,0.766,40
2005-02-17,00:00:00,0.547,40
2005-02-18,00:00:00,0.496,40
2005-02-19,00:00:00,0.800,40
2005-02-20,00:00:00,0.701,40
2005-02-21,00:00:00,0.455,40
2005-02-22,00:00:00,0.460,40
2005-02-23,00:00:00,0.365,40
2005-02-24,00:00:00,0.380,40
2005-02-25,00:00:00,0.348,40
2005-02-26,00:00:00,0.352,40
2005-02-27,00:00:00,0.377,40
2005-02-28,00:00:00,0.312,40
2005-03-01,00:00:00,0.429,40
2005-03-02,00:00:00,0.483,40
2005-03-03,00:00:00,0.395,40
2005-03-04,00:00:00,0.282,40
2005-03-05,00:00:00,0.588,40
2005-03-06,00:00:00,0.357,40
2005-03-07,00:00:00,0.413,40
2005-03-08,00:00:00,0.569,40
2005-03-09,00:00:00,0.610,40
2005-03-10,00:00:00,0.490,40
2005-03-11,00:00:00,0.594,40
2005-03-12,00:00:00,1.013,40
2005-03-13,00:00:00,1.014,40
2005-03-14,00:00:00,0.865,40
2005-03-15,00:00:00,0.708,40
2005-03-16,00:00:00,0.567,40
2005-03-17,00:00:00,0.672,40
2005-03-18,00:00:00,0.656,40
2005-03-19,00:00:00,0.562,40
2005-03-20,00:00:00,0.384,40
2005-03-21,00:00:00,0.315,40
2005-03-22,00:00:00,0.283,40
2005-03-23,00:00:00,0.346,40
2005-03-24,00:00:00,0.423,40
2005-03-25,00:00:00,0.432,40
2005-03-26,00:00:00,0.449,40
2005-03-27,00:00:00,0.503,40
2005-03-28,00:00:00,0.516,40
2005-03-29,00:00:00,0.466,40
2005-03-30,00:00:00,0.420,40
2005-03-31,00:00:00,0.419,40
2005-04-01,00:00:00,0.317,40
2005-04-02,00:00:00,0.294,40
2005-04-03,00:00:00,0.337,40
2005-04-04,00:00:00,0.331,40
2005-04-05,00:00:00,0.430,40
2005-04-06,00:00:00,0.319,40
2005-04-07,00:00:00,0.418,40
2005-04-08,00:00:00,0.727,40
2005-04-09,00:00:00,0.945,40
2005-04-10,00:00:00,0.699,40
2005-04-11,00:00:00,0.564,40
2005-04-12,00:00:00,0.479,40
2005-04-13,00:00:00,0.495,40
2005-04-14,00:00:00,0.468,40
2005-04-15,00:00:00,0.475,40
2005-04-16,00:00:00,0.504,40
2005-04-17,00:00:00,0.498,40
2005-04-18,00:00:00,0.475,40
2005-04-19,00:00:00,0.501,40
2005-04-20,00:00:00,0.491,40
2005-04-21,00:00:00,0.427,40
2005-04-22,00:00:00,0.403,40
2005-04-23,00:00:00,0.369,40
2005-04-24,00:00:00,0.342,40
2005-04-25,00:00:00,0.320,40
2005-04-26,00:00:00,0.364,40
2005-04-27,00:00:00,0.447,40
2005-04-28,00:00:00,0.320,40
2005-04-29,00:00:00,0.395,40
2005-04-30,00:00:00,0.490,40
2005-05-01,00:00:00,0.360,40
2005-05-02,00:00:00,0.355,40
2005-05-03,00:00:00,0.411,40
2005-05-04,00:00:00,0.501,40
2005-05-05,00:00:00,0.512,40
2005-05-06,00:00:00,0.541,40
2005-05-07,00:00:00,0.616,40
2005-05-08,00:00:00,0.723,40
2005-05-09,00:00:00,0.745,40
2005-05-10,00:00:00,0.741,40
2005-05-11,00:00:00,0.591,40
2005-05-12,00:00:00,0.370,40
2005-05-13,00:00:00,0.343,40
2005-05-14,00:00:00,0.309,40
2005-05-15,00:00:00,0.389,40
2005-05-16,00:00:00,0.446,40
2005-05-17,00:00:00,0.514,40
2005-05-18,00:00:00,0.368,40
2005-05-19,00:00:00,0.296,40
2005-05-20,00:00:00,0.306,40
2005-05-21,00:00:00,0.392,40
2005-05-22,00:00:00,0.459,40
2005-05-23,00:00:00,0.471,40
2005-05-24,00:00:00,0.412,40
2005-05-25,00:00:00,0.423,40
2005-05-26,00:00:00,0.364,40
2005-05-27,00:00:00,0.454,40
2005-05-28,00:00:00,0.491,40
2005-05-29,00:00:00,0.392,40
2005-05-30,00:00:00,0.393,40
2005-05-31,00:00:00,0.430,40
2005-06-01,00:00:00,0.380,40
2005-06-02,00:00:00,0.307,40
2005-06-03,00:00:00,0.356,40
2005-06-04,00:00:00,0.526,40
2005-06-05,00:00:00,0.606,40
2005-06-06,00:00:00,0.596,40
2005-06-07,00:00:00,0.555,40
2005-06-08,00:00:00,0.359,40
2005-06-09,00:00:00,0.319,40
2005-06-10,00:00:00,0.404,40
2005-06-11,00:00:00,0.469,40
2005-06-12,00:00:00,0.513,40
2005-06-13,00:00:00,0.572,40
2005-06-14,00:00:00,0.537,40
2005-06-15,00:00:00,0.500,40
2005-06-16,00:00:00,0.460,40
2005-06-17,00:00:00,0.453,40
2005-06-18,00:00:00,0.394,40
2005-06-19,00:00:00,0.323,40
2005-06-20,00:00:00,0.353,40
2005-06-21,00:00:00,0.486,40
2005-06-22,00:00:00,0.475,40
2005-06-23,00:00:00,0.432,40
2005-06-24,00:00:00,0.483,40
2005-06-25,00:00:00,0.517,40
2005-06-26,00:00:00,0.442,40
2005-06-27,00:00:00,0.345,40
2005-06-28,00:00:00,0.340,40
2005-06-29,00:00:00,0.347,40
2005-06-30,00:00:00,0.463,40
2005-07-01,00:00:00,0.568,40
2005-07-02,00:00:00,0.560,40
2005-07-03,00:00:00,0.490,40
2005-07-04,00:00:00,0.643,40
2005-07-05,00:00:00,0.729,40
2005-07-06,00:00:00,0.640,40
2005-07-07,00:00:00,0.659,40
2005-07-08,00:00:00,0.627,40
2005-07-09,00:00:00,0.537,40
2005-07-10,00:00:00,0.481,40
2005-07-11,00:00:00,0.439,40
2005-07-12,00:00:00,0.387,40
2005-07-13,00:00:00,0.369,40
2005-07-14,00:00:00,0.379,40
2005-07-15,00:00:00,0.428,40
2005-07-16,00:00:00,0.495,40
2005-07-17,00:00:00,0.473,40
2005-07-18,00:00:00,0.437,40
2005-07-19,00:00:00,0.554,40
2005-07-20,00:00:00,0.603,40
2005-07-21,00:00:00,0.682,40
2005-07-22,00:00:00,0.744,40
2005-07-23,00:00:00,0.656,40
2005-07-24,00:00:00,0.548,40
2005-07-25,00:00:00,0.530,40
2005-07-26,00:00:00,0.575,40
2005-07-27,00:00:00,0.470,40
2005-07-28,00:00:00,0.453,40
2005-07-29,00:00:00,0.444,40
2005-07-30,00:00:00,0.525,40
2005-07-31,00:00:00,0.682,40
2005-08-01,00:00:00,0.705,40
2005-08-02,00:00:00,0.528,40
2005-08-03,00:00:00,0.467,40
2005-08-04,00:00:00,0.533,40
2005-08-05,00:00:00,0.500,40
2005-08-06,00:00:00,0.569,40
2005-08-07,00:00:00,0.582,40
2005-08-08,00:00:00,0.763,40
2005-08-09,00:00:00,0.718,40
2005-08-10,00:00:00,0.669,40
2005-08-11,00:00:00,0.619,40
2005-08-12,00:00:00,0.567,40
2005-08-13,00:00:00,0.527,40
2005-08-14,00:00:00,0.569,40
2005-08-15,00:00:00,0.656,40
2005-08-16,00:00:00,0.507,40
2005-08-17,00:00:00,0.439,40
2005-08-18,00:00:00,0.428,40
