Date,Time,Value[mNAP],State of value
2001-08-08,00:00:00,0.632,40
2001-08-09,00:00:00,0.755,40
2001-08-10,00:00:00,0.680,40
2001-08-11,00:00:00,0.543,40
2001-08-12,00:00:00,0.453,40
2001-08-13,00:00:00,0.569,40
2001-08-14,00:00:00,0.516,40
2001-08-15,00:00:00,0.430,40
2001-08-16,00:00:00,0.494,40
2001-08-17,00:00:00,0.538,40
2001-08-18,00:00:00,0.450,40
2001-08-19,00:00:00,0.466,40
2001-08-20,00:00:00,0.488,40
2001-08-21,00:00:00,0.505,40
2001-08-22,00:00:00,0.462,40
2001-08-23,00:00:00,0.516,40
2001-08-24,00:00:00,0.497,40
2001-08-25,00:00:00,0.460,40
2001-08-26,00:00:00,0.470,40
2001-08-27,00:00:00,0.545,40
2001-08-28,00:00:00,0.475,40
2001-08-29,00:00:00,0.362,40
2001-08-30,00:00:00,0.399,40
2001-08-31,00:00:00,0.490,40
2001-09-01,00:00:00,0.570,40
2001-09-02,00:00:00,0.486,40
2001-09-03,00:00:00,0.574,40
2001-09-04,00:00:00,0.755,40
2001-09-05,00:00:00,0.867,40
2001-09-06,00:00:00,0.638,40
2001-09-07,00:00:00,0.702,40
2001-09-08,00:00:00,0.762,40
2001-09-09,00:00:00,1.047,40
2001-09-10,00:00:00,1.068,40
2001-09-11,00:00:00,0.937,40
2001-09-12,00:00:00,0.726,40
2001-09-13,00:00:00,0.752,40
2001-09-14,00:00:00,0.811,40
2001-09-15,00:00:00,0.725,40
2001-09-16,00:00:00,0.841,40
2001-09-17,00:00:00,0.875,40
2001-09-18,00:00:00,0.802,40
2001-09-19,00:00:00,0.753,40
2001-09-20,00:00:00,0.782,40
2001-09-21,00:00:00,0.791,40
2001-09-22,00:00:00,0.732,40
2001-09-23,00:00:00,0.745,40
2001-09-24,00:00:00,0.591,40
2001-09-25,00:00:00,0.477,40
2001-09-26,00:00:00,0.442,40
2001-09-27,00:00:00,0.538,40
2001-09-28,00:00:00,0.560,40
2001-09-29,00:00:00,0.476,40
2001-09-30,00:00:00,0.477,40
2001-10-01,00:00:00,0.482,40
2001-10-02,00:00:00,0.709,40
2001-10-03,00:00:00,0.813,40
2001-10-04,00:00:00,0.775,40
2001-10-05,00:00:00,0.624,40
2001-10-06,00:00:00,0.598,40
2001-10-07,00:00:00,0.648,40
2001-10-08,00:00:00,0.618,40
2001-10-09,00:00:00,0.613,40
2001-10-10,00:00:00,0.699,40
2001-10-11,00:00:00,0.531,40
2001-10-12,00:00:00,0.421,40
2001-10-13,00:00:00,0.546,40
2001-10-14,00:00:00,0.538,40
2001-10-15,00:00:00,0.505,40
2001-10-16,00:00:00,0.529,40
2001-10-17,00:00:00,0.522,40
2001-10-18,00:00:00,0.514,40
2001-10-19,00:00:00,0.566,40
2001-10-20,00:00:00,0.585,40
2001-10-21,00:00:00,0.590,40
2001-10-22,00:00:00,0.681,40
2001-10-23,00:00:00,0.597,40
2001-10-24,00:00:00,0.524,40
2001-10-25,00:00:00,0.622,40
2001-10-26,00:00:00,0.557,40
2001-10-27,00:00:00,0.691,40
2001-10-28,00:00:00,0.724,40
2001-10-29,00:00:00,0.691,40
2001-10-30,00:00:00,0.731,40
2001-10-31,00:00:00,0.844,40
2001-11-01,00:00:00,1.019,40
2001-11-02,00:00:00,0.666,40
2001-11-03,00:00:00,0.603,40
2001-11-04,00:00:00,0.637,40
2001-11-05,00:00:00,0.745,40
2001-11-06,00:00:00,0.668,40
2001-11-07,00:00:00,0.861,40
2001-11-08,00:00:00,0.931,40
2001-11-09,00:00:00,1.049,40
2001-11-10,00:00:00,0.570,40
2001-11-11,00:00:00,0.751,40
2001-11-12,00:00:00,0.791,40
2001-11-13,00:00:00,0.807,40
2001-11-14,00:00:00,0.682,40
2001-11-15,00:00:00,0.364,40
2001-11-16,00:00:00,0.414,40
2001-11-17,00:00:00,0.394,40
2001-11-18,00:00:00,0.434,40
2001-11-19,00:00:00,0.475,40
2001-11-20,00:00:00,0.457,40
2001-11-21,00:00:00,0.512,40
2001-11-22,00:00:00,0.919,40
2001-11-23,00:00:00,1.006,40
2001-11-24,00:00:00,0.652,40
2001-11-25,00:00:00,0.621,40
2001-11-26,00:00:00,0.812,40
2001-11-27,00:00:00,0.651,40
2001-11-28,00:00:00,0.875,40
2001-11-29,00:00:00,0.811,40
2001-11-30,00:00:00,0.823,40
2001-12-01,00:00:00,0.804,40
2001-12-02,00:00:00,0.877,40
2001-12-03,00:00:00,0.651,40
2001-12-04,00:00:00,0.544,40
2001-12-05,00:00:00,0.862,40
2001-12-06,00:00:00,0.884,40
2001-12-07,00:00:00,0.484,40
2001-12-08,00:00:00,0.402,40
2001-12-09,00:00:00,0.347,40
2001-12-10,00:00:00,0.407,40
2001-12-11,00:00:00,0.441,40
2001-12-12,00:00:00,0.449,40
2001-12-13,00:00:00,0.366,40
2001-12-14,00:00:00,0.293,40
2001-12-15,00:00:00,0.343,40
2001-12-16,00:00:00,0.365,40
2001-12-17,00:00:00,0.417,40
2001-12-18,00:00:00,0.428,40
2001-12-19,00:00:00,0.497,40
2001-12-20,00:00:00,0.755,40
2001-12-21,00:00:00,0.823,40
2001-12-22,00:00:00,1.103,40
2001-12-23,00:00:00,0.743,40
2001-12-24,00:00:00,0.747,40
2001-12-25,00:00:00,1.133,40
2001-12-26,00:00:00,1.261,40
2001-12-27,00:00:00,1.007,40
2001-12-28,00:00:00,1.173,40
2001-12-29,00:00:00,1.227,40
2001-12-30,00:00:00,1.065,40
2001-12-31,00:00:00,0.910,40
2002-01-01,00:00:00,0.883,40
2002-01-02,00:00:00,0.804,40
2002-01-03,00:00:00,0.511,40
2002-01-04,00:00:00,0.566,40
2002-01-05,00:00:00,0.651,40
2002-01-06,00:00:00,0.619,40
2002-01-07,00:00:00,0.547,40
2002-01-08,00:00:00,0.545,40
2002-01-09,00:00:00,0.475,40
2002-01-10,00:00:00,0.456,40
2002-01-11,00:00:00,0.513,40
2002-01-12,00:00:00,0.572,40
2002-01-13,00:00:00,0.517,40
2002-01-14,00:00:00,0.572,40
2002-01-15,00:00:00,0.559,40
2002-01-16,00:00:00,0.702,40
2002-01-17,00:00:00,0.598,40
2002-01-18,00:00:00,0.674,40
2002-01-19,00:00:00,0.621,40
2002-01-20,00:00:00,0.791,40
2002-01-21,00:00:00,0.853,40
2002-01-22,00:00:00,0.690,40
2002-01-23,00:00:00,0.835,40
2002-01-24,00:00:00,0.949,40
2002-01-25,00:00:00,0.987,40
2002-01-26,00:00:00,0.597,40
2002-01-27,00:00:00,1.076,40
2002-01-28,00:00:00,0.998,40
2002-01-29,00:00:00,1.121,40
2002-01-30,00:00:00,0.821,40
2002-01-31,00:00:00,1.002,40
2002-02-01,00:00:00,0.874,40
2002-02-02,00:00:00,0.765,40
2002-02-03,00:00:00,0.819,40
2002-02-04,00:00:00,0.755,40
2002-02-05,00:00:00,0.616,40
2002-02-06,00:00:00,0.910,40
2002-02-07,00:00:00,0.814,40
2002-02-08,00:00:00,0.743,40
2002-02-09,00:00:00,0.837,40
2002-02-10,00:00:00,1.096,40
2002-02-11,00:00:00,1.002,40
2002-02-12,00:00:00,1.180,40
2002-02-13,00:00:00,0.904,40
2002-02-14,00:00:00,0.680,40
2002-02-15,00:00:00,0.602,40
2002-02-16,00:00:00,0.730,40
2002-02-17,00:00:00,0.927,40
2002-02-18,00:00:00,0.999,40
2002-02-19,00:00:00,1.130,40
2002-02-20,00:00:00,1.161,40
2002-02-21,00:00:00,1.035,40
2002-02-22,00:00:00,0.876,40
2002-02-23,00:00:00,1.740,40
2002-02-24,00:00:00,1.516,40
2002-02-25,00:00:00,1.157,40
2002-02-26,00:00:00,1.282,40
2002-02-27,00:00:00,1.502,40
2002-02-28,00:00:00,1.335,40
2002-03-01,00:00:00,1.224,40
2002-03-02,00:00:00,1.080,40
2002-03-03,00:00:00,1.153,40
2002-03-04,00:00:00,1.096,40
2002-03-05,00:00:00,1.032,40
2002-03-06,00:00:00,0.979,40
2002-03-07,00:00:00,1.263,40
2002-03-08,00:00:00,0.864,40
2002-03-09,00:00:00,0.884,40
2002-03-10,00:00:00,0.974,40
2002-03-11,00:00:00,0.551,40
2002-03-12,00:00:00,0.648,40
2002-03-13,00:00:00,0.536,40
2002-03-14,00:00:00,0.385,40
2002-03-15,00:00:00,0.353,40
2002-03-16,00:00:00,0.439,40
2002-03-17,00:00:00,0.539,40
2002-03-18,00:00:00,0.536,40
2002-03-19,00:00:00,0.841,40
2002-03-20,00:00:00,0.803,40
2002-03-21,00:00:00,0.771,40
2002-03-22,00:00:00,0.819,40
2002-03-23,00:00:00,0.733,40
2002-03-24,00:00:00,0.570,40
2002-03-25,00:00:00,0.699,40
2002-03-26,00:00:00,0.763,40
2002-03-27,00:00:00,0.669,40
2002-03-28,00:00:00,0.630,40
2002-03-29,00:00:00,0.595,40
2002-03-30,00:00:00,0.565,40
2002-03-31,00:00:00,0.522,40
2002-04-01,00:00:00,0.548,40
2002-04-02,00:00:00,0.518,40
2002-04-03,00:00:00,0.450,40
2002-04-04,00:00:00,0.445,40
2002-04-05,00:00:00,0.484,40
2002-04-06,00:00:00,0.356,40
2002-04-07,00:00:00,0.287,40
2002-04-08,00:00:00,0.328,40
2002-04-09,00:00:00,0.463,40
2002-04-10,00:00:00,0.455,40
2002-04-11,00:00:00,0.359,40
2002-04-12,00:00:00,0.466,40
2002-04-13,00:00:00,0.615,40
2002-04-14,00:00:00,0.649,40
2002-04-15,00:00:00,0.641,40
2002-04-16,00:00:00,0.654,40
2002-04-17,00:00:00,0.612,40
2002-04-18,00:00:00,0.583,40
2002-04-19,00:00:00,0.545,40
2002-04-20,00:00:00,0.488,40
2002-04-21,00:00:00,0.363,40
2002-04-22,00:00:00,0.358,40
2002-04-23,00:00:00,0.512,40
2002-04-24,00:00:00,0.475,40
2002-04-25,00:00:00,0.495,40
2002-04-26,00:00:00,0.550,40
2002-04-27,00:00:00,0.841,40
2002-04-28,00:00:00,0.704,40
2002-04-29,00:00:00,0.749,40
2002-04-30,00:00:00,0.707,40
2002-05-01,00:00:00,0.592,40
2002-05-02,00:00:00,0.651,40
2002-05-03,00:00:00,0.594,40
2002-05-04,00:00:00,0.571,40
2002-05-05,00:00:00,0.580,40
2002-05-06,00:00:00,0.590,40
2002-05-07,00:00:00,0.503,40
2002-05-08,00:00:00,0.543,40
2002-05-09,00:00:00,0.601,40
2002-05-10,00:00:00,0.614,40
2002-05-11,00:00:00,0.502,40
2002-05-12,00:00:00,0.548,40
2002-05-13,00:00:00,0.407,40
2002-05-14,00:00:00,0.404,40
2002-05-15,00:00:00,0.560,40
2002-05-16,00:00:00,0.466,40
2002-05-17,00:00:00,0.487,40
2002-05-18,00:00:00,0.483,40
2002-05-19,00:00:00,0.470,40
2002-05-20,00:00:00,0.422,40
2002-05-21,00:00:00,0.437,40
2002-05-22,00:00:00,0.506,40
2002-05-23,00:00:00,0.493,40
2002-05-24,00:00:00,0.462,40
2002-05-25,00:00:00,0.461,40
2002-05-26,00:00:00,0.472,40
2002-05-27,00:00:00,0.490,40
2002-05-28,00:00:00,0.457,40
2002-05-29,00:00:00,0.461,40
2002-05-30,00:00:00,0.484,40
2002-05-31,00:00:00,0.471,40
2002-06-01,00:00:00,0.443,40
2002-06-02,00:00:00,0.351,40
2002-06-03,00:00:00,0.461,40
2002-06-04,00:00:00,0.491,40
2002-06-05,00:00:00,0.472,40
2002-06-06,00:00:00,0.517,40
2002-06-07,00:00:00,0.538,40
2002-06-08,00:00:00,0.505,40
2002-06-09,00:00:00,0.484,40
2002-06-10,00:00:00,0.497,40
2002-06-11,00:00:00,0.533,40
2002-06-12,00:00:00,0.551,40
2002-06-13,00:00:00,0.586,40
2002-06-14,00:00:00,0.539,40
2002-06-15,00:00:00,0.477,40
2002-06-16,00:00:00,0.486,40
2002-06-17,00:00:00,0.386,40
2002-06-18,00:00:00,0.510,40
2002-06-19,00:00:00,0.531,40
2002-06-20,00:00:00,0.503,40
2002-06-21,00:00:00,0.497,40
2002-06-22,00:00:00,0.443,40
2002-06-23,00:00:00,0.490,40
2002-06-24,00:00:00,0.505,40
2002-06-25,00:00:00,0.453,40
2002-06-26,00:00:00,0.461,40
2002-06-27,00:00:00,0.544,40
2002-06-28,00:00:00,0.712,40
2002-06-29,00:00:00,0.659,40
2002-06-30,00:00:00,0.534,40
2002-07-01,00:00:00,0.552,40
2002-07-02,00:00:00,0.650,40
2002-07-03,00:00:00,0.625,40
2002-07-04,00:00:00,0.760,40
2002-07-05,00:00:00,0.552,40
2002-07-06,00:00:00,0.505,40
2002-07-07,00:00:00,0.450,40
2002-07-08,00:00:00,0.435,40
2002-07-09,00:00:00,0.439,40
2002-07-10,00:00:00,0.553,40
2002-07-11,00:00:00,0.568,40
2002-07-12,00:00:00,0.544,40
2002-07-13,00:00:00,0.533,40
2002-07-14,00:00:00,0.562,40
2002-07-15,00:00:00,0.522,40
2002-07-16,00:00:00,0.486,40
2002-07-17,00:00:00,0.506,40
2002-07-18,00:00:00,0.526,40
2002-07-19,00:00:00,0.492,40
2002-07-20,00:00:00,0.432,40
2002-07-21,00:00:00,0.580,40
2002-07-22,00:00:00,0.677,40
2002-07-23,00:00:00,0.532,40
2002-07-24,00:00:00,0.590,40
2002-07-25,00:00:00,0.527,40
2002-07-26,00:00:00,0.499,40
2002-07-27,00:00:00,0.492,40
2002-07-28,00:00:00,0.389,40
2002-07-29,00:00:00,0.448,40
2002-07-30,00:00:00,0.454,40
2002-07-31,00:00:00,0.478,40
2002-08-01,00:00:00,0.498,40
2002-08-02,00:00:00,0.497,40
2002-08-03,00:00:00,0.483,40
2002-08-04,00:00:00,0.504,40
2002-08-05,00:00:00,0.521,40
2002-08-06,00:00:00,0.558,40
2002-08-07,00:00:00,0.566,40
2002-08-08,00:00:00,0.537,40
2002-08-09,00:00:00,0.538,40
2002-08-10,00:00:00,0.568,40
2002-08-11,00:00:00,0.604,40
2002-08-12,00:00:00,0.663,40
2002-08-13,00:00:00,0.642,40
2002-08-14,00:00:00,0.533,40
2002-08-15,00:00:00,0.477,40
2002-08-16,00:00:00,0.550,40
2002-08-17,00:00:00,0.537,40
2002-08-18,00:00:00,0.476,40
2002-08-19,00:00:00,0.520,40
2002-08-20,00:00:00,0.546,40
2002-08-21,00:00:00,0.690,40
2002-08-22,00:00:00,0.734,40
2002-08-23,00:00:00,0.602,40
2002-08-24,00:00:00,0.508,40
2002-08-25,00:00:00,0.555,40
2002-08-26,00:00:00,0.574,40
2002-08-27,00:00:00,0.523,40
2002-08-28,00:00:00,0.559,40
2002-08-29,00:00:00,0.527,40
2002-08-30,00:00:00,0.564,40
2002-08-31,00:00:00,0.606,40
2002-09-01,00:00:00,0.574,40
2002-09-02,00:00:00,0.354,40
2002-09-03,00:00:00,0.384,40
2002-09-04,00:00:00,0.443,40
2002-09-05,00:00:00,0.532,40
2002-09-06,00:00:00,0.581,40
2002-09-07,00:00:00,0.620,40
2002-09-08,00:00:00,0.595,40
2002-09-09,00:00:00,0.494,40
2002-09-10,00:00:00,0.462,40
2002-09-11,00:00:00,0.489,40
2002-09-12,00:00:00,0.475,40
2002-09-13,00:00:00,0.442,40
2002-09-14,00:00:00,0.490,40
2002-09-15,00:00:00,0.535,40
2002-09-16,00:00:00,0.472,40
2002-09-17,00:00:00,0.497,40
2002-09-18,00:00:00,0.502,40
2002-09-19,00:00:00,0.476,40
2002-09-20,00:00:00,0.519,40
2002-09-21,00:00:00,0.541,40
2002-09-22,00:00:00,0.622,40
2002-09-23,00:00:00,0.693,40
2002-09-24,00:00:00,0.523,40
2002-09-25,00:00:00,0.521,40
2002-09-26,00:00:00,0.649,40
2002-09-27,00:00:00,0.691,40
2002-09-28,00:00:00,0.610,40
2002-09-29,00:00:00,0.552,40
2002-09-30,00:00:00,0.521,40
2002-10-01,00:00:00,0.546,40
2002-10-02,00:00:00,0.493,40
2002-10-03,00:00:00,0.526,40
2002-10-04,00:00:00,0.592,40
2002-10-05,00:00:00,0.560,40
2002-10-06,00:00:00,0.758,40
2002-10-07,00:00:00,0.637,40
2002-10-08,00:00:00,0.516,40
2002-10-09,00:00:00,0.345,40
2002-10-10,00:00:00,0.324,40
2002-10-11,00:00:00,0.300,40
2002-10-12,00:00:00,0.271,40
2002-10-13,00:00:00,0.323,40
2002-10-14,00:00:00,0.435,40
2002-10-15,00:00:00,0.540,40
2002-10-16,00:00:00,0.631,40
2002-10-17,00:00:00,0.761,40
2002-10-18,00:00:00,0.772,40
2002-10-19,00:00:00,0.773,40
2002-10-20,00:00:00,0.696,40
2002-10-21,00:00:00,0.547,40
2002-10-22,00:00:00,0.588,40
2002-10-23,00:00:00,0.799,40
2002-10-24,00:00:00,0.983,40
2002-10-25,00:00:00,0.628,40
2002-10-26,00:00:00,1.097,40
2002-10-27,00:00:00,1.154,40
2002-10-28,00:00:00,1.339,40
2002-10-29,00:00:00,0.632,40
2002-10-30,00:00:00,0.531,40
2002-10-31,00:00:00,0.568,40
2002-11-01,00:00:00,0.578,40
2002-11-02,00:00:00,0.638,40
2002-11-03,00:00:00,0.463,40
2002-11-04,00:00:00,0.683,40
2002-11-05,00:00:00,0.734,40
2002-11-06,00:00:00,0.567,40
2002-11-07,00:00:00,0.862,40
2002-11-08,00:00:00,0.775,40
2002-11-09,00:00:00,0.876,40
2002-11-10,00:00:00,0.691,40
2002-11-11,00:00:00,0.743,40
2002-11-12,00:00:00,0.769,40
2002-11-13,00:00:00,0.876,40
2002-11-14,00:00:00,0.910,40
2002-11-15,00:00:00,0.869,40
2002-11-16,00:00:00,0.724,40
2002-11-17,00:00:00,0.725,40
2002-11-18,00:00:00,0.661,40
2002-11-19,00:00:00,0.566,40
2002-11-20,00:00:00,0.497,40
2002-11-21,00:00:00,0.571,40
2002-11-22,00:00:00,0.618,40
2002-11-23,00:00:00,0.596,40
2002-11-24,00:00:00,0.560,40
2002-11-25,00:00:00,0.599,40
2002-11-26,00:00:00,0.647,40
2002-11-27,00:00:00,0.416,40
2002-11-28,00:00:00,0.502,40
2002-11-29,00:00:00,0.752,40
2002-11-30,00:00:00,0.657,40
2002-12-01,00:00:00,0.390,40
2002-12-02,00:00:00,0.524,40
2002-12-03,00:00:00,0.601,40
2002-12-04,00:00:00,0.477,40
2002-12-05,00:00:00,0.607,40
2002-12-06,00:00:00,0.529,40
2002-12-07,00:00:00,0.450,40
2002-12-08,00:00:00,0.392,40
2002-12-09,00:00:00,0.298,40
2002-12-10,00:00:00,0.325,40
2002-12-11,00:00:00,0.309,40
2002-12-12,00:00:00,0.342,40
2002-12-13,00:00:00,0.469,40
2002-12-14,00:00:00,0.386,40
2002-12-15,00:00:00,0.287,40
2002-12-16,00:00:00,0.495,40
2002-12-17,00:00:00,0.596,40
2002-12-18,00:00:00,0.527,40
2002-12-19,00:00:00,0.508,40
2002-12-20,00:00:00,0.528,40
2002-12-21,00:00:00,0.658,40
2002-12-22,00:00:00,0.584,40
2002-12-23,00:00:00,0.654,40
2002-12-24,00:00:00,0.500,40
2002-12-25,00:00:00,0.605,40
2002-12-26,00:00:00,0.560,40
2002-12-27,00:00:00,0.553,40
2002-12-28,00:00:00,0.727,40
2002-12-29,00:00:00,0.741,40
2002-12-30,00:00:00,0.968,40
2002-12-31,00:00:00,0.794,40
2003-01-01,00:00:00,0.706,40
2003-01-02,00:00:00,1.102,40
2003-01-03,00:00:00,1.423,40
2003-01-04,00:00:00,1.132,40
2003-01-05,00:00:00,1.080,40
2003-01-06,00:00:00,1.218,40
2003-01-07,00:00:00,1.125,40
2003-01-08,00:00:00,1.110,40
2003-01-09,00:00:00,1.088,40
2003-01-10,00:00:00,0.987,40
2003-01-11,00:00:00,0.737,40
2003-01-12,00:00:00,0.706,40
2003-01-13,00:00:00,0.783,40
2003-01-14,00:00:00,0.764,40
2003-01-15,00:00:00,0.632,40
2003-01-16,00:00:00,0.900,40
2003-01-17,00:00:00,0.498,40
2003-01-18,00:00:00,0.622,40
2003-01-19,00:00:00,0.479,40
2003-01-20,00:00:00,0.522,40
2003-01-21,00:00:00,0.484,40
2003-01-22,00:00:00,0.554,40
2003-01-23,00:00:00,0.771,40
2003-01-24,00:00:00,0.605,40
2003-01-25,00:00:00,0.486,40
2003-01-26,00:00:00,0.637,40
2003-01-27,00:00:00,0.510,40
2003-01-28,00:00:00,0.915,40
2003-01-29,00:00:00,1.297,40
2003-01-30,00:00:00,1.098,40
2003-01-31,00:00:00,0.615,40
2003-02-01,00:00:00,0.453,40
2003-02-02,00:00:00,0.602,40
2003-02-03,00:00:00,0.815,40
2003-02-04,00:00:00,0.960,40
2003-02-05,00:00:00,1.050,40
2003-02-06,00:00:00,0.729,40
2003-02-07,00:00:00,0.610,40
2003-02-08,00:00:00,---,40
2003-02-09,00:00:00,---,255
2003-02-10,00:00:00,---,255
2003-02-11,00:00:00,---,255
2003-02-12,00:00:00,---,40
2003-02-13,00:00:00,0.442,40
2003-02-14,00:00:00,0.421,40
2003-02-15,00:00:00,0.384,40
2003-02-16,00:00:00,0.295,40
2003-02-17,00:00:00,0.368,40
2003-02-18,00:00:00,0.460,40
2003-02-19,00:00:00,0.421,40
2003-02-20,00:00:00,0.432,40
2003-02-21,00:00:00,0.528,40
2003-02-22,00:00:00,0.501,40
2003-02-23,00:00:00,0.405,40
2003-02-24,00:00:00,0.409,40
2003-02-25,00:00:00,0.467,40
2003-02-26,00:00:00,0.402,40
2003-02-27,00:00:00,0.462,40
2003-02-28,00:00:00,0.442,40
2003-03-01,00:00:00,0.408,40
2003-03-02,00:00:00,0.473,40
2003-03-03,00:00:00,0.560,40
2003-03-04,00:00:00,0.545,40
2003-03-05,00:00:00,0.455,40
2003-03-06,00:00:00,0.673,40
2003-03-07,00:00:00,0.673,40
2003-03-08,00:00:00,0.612,40
2003-03-09,00:00:00,0.614,40
2003-03-10,00:00:00,0.515,40
2003-03-11,00:00:00,0.533,40
2003-03-12,00:00:00,0.778,40
2003-03-13,00:00:00,0.414,40
2003-03-14,00:00:00,0.368,40
2003-03-15,00:00:00,0.346,40
2003-03-16,00:00:00,0.373,40
2003-03-17,00:00:00,0.481,40
2003-03-18,00:00:00,0.535,40
2003-03-19,00:00:00,0.516,40
2003-03-20,00:00:00,0.566,40
2003-03-21,00:00:00,0.524,40
2003-03-22,00:00:00,0.394,40
2003-03-23,00:00:00,0.414,40
2003-03-24,00:00:00,0.474,40
2003-03-25,00:00:00,0.488,40
2003-03-26,00:00:00,0.487,40
2003-03-27,00:00:00,0.482,40
2003-03-28,00:00:00,0.447,40
2003-03-29,00:00:00,0.475,40
2003-03-30,00:00:00,0.561,40
2003-03-31,00:00:00,0.613,40
2003-04-01,00:00:00,0.448,40
2003-04-02,00:00:00,0.884,40
2003-04-03,00:00:00,0.947,40
2003-04-04,00:00:00,0.631,40
2003-04-05,00:00:00,0.625,40
2003-04-06,00:00:00,0.548,40
2003-04-07,00:00:00,0.406,40
2003-04-08,00:00:00,0.309,40
2003-04-09,00:00:00,0.324,40
2003-04-10,00:00:00,0.393,40
2003-04-11,00:00:00,0.479,40
2003-04-12,00:00:00,0.443,40
2003-04-13,00:00:00,0.406,40
2003-04-14,00:00:00,0.298,40
2003-04-15,00:00:00,0.284,40
2003-04-16,00:00:00,0.318,40
2003-04-17,00:00:00,0.337,40
2003-04-18,00:00:00,0.338,40
2003-04-19,00:00:00,0.300,40
2003-04-20,00:00:00,0.281,40
2003-04-21,00:00:00,0.358,40
2003-04-22,00:00:00,0.398,40
2003-04-23,00:00:00,0.379,40
2003-04-24,00:00:00,0.355,40
2003-04-25,00:00:00,0.347,40
2003-04-26,00:00:00,0.385,40
2003-04-27,00:00:00,0.539,40
2003-04-28,00:00:00,0.552,40
2003-04-29,00:00:00,0.589,40
2003-04-30,00:00:00,0.536,40
2003-05-01,00:00:00,0.587,40
2003-05-02,00:00:00,0.556,40
2003-05-03,00:00:00,0.657,40
2003-05-04,00:00:00,0.515,40
2003-05-05,00:00:00,0.473,40
2003-05-06,00:00:00,0.536,40
2003-05-07,00:00:00,0.455,40
2003-05-08,00:00:00,0.388,40
2003-05-09,00:00:00,0.488,40
2003-05-10,00:00:00,0.443,40
2003-05-11,00:00:00,0.403,40
2003-05-12,00:00:00,0.410,40
2003-05-13,00:00:00,0.507,40
2003-05-14,00:00:00,0.556,40
2003-05-15,00:00:00,0.589,40
2003-05-16,00:00:00,0.460,40
2003-05-17,00:00:00,0.414,40
2003-05-18,00:00:00,0.435,40
2003-05-19,00:00:00,0.502,40
2003-05-20,00:00:00,0.708,40
2003-05-21,00:00:00,0.770,40
2003-05-22,00:00:00,0.655,40
2003-05-23,00:00:00,0.614,40
2003-05-24,00:00:00,0.597,40
2003-05-25,00:00:00,0.574,40
2003-05-26,00:00:00,0.529,40
2003-05-27,00:00:00,0.505,40
2003-05-28,00:00:00,0.439,40
2003-05-29,00:00:00,0.413,40
2003-05-30,00:00:00,0.482,40
2003-05-31,00:00:00,0.496,40
2003-06-01,00:00:00,0.474,40
2003-06-02,00:00:00,0.507,40
2003-06-03,00:00:00,0.555,40
2003-06-04,00:00:00,0.575,40
2003-06-05,00:00:00,0.586,40
2003-06-06,00:00:00,0.539,40
2003-06-07,00:00:00,0.504,40
2003-06-08,00:00:00,0.541,40
2003-06-09,00:00:00,0.612,40
2003-06-10,00:00:00,0.529,40
2003-06-11,00:00:00,0.522,40
2003-06-12,00:00:00,0.557,40
2003-06-13,00:00:00,0.521,40
2003-06-14,00:00:00,0.521,40
2003-06-15,00:00:00,0.491,40
2003-06-16,00:00:00,0.500,40
2003-06-17,00:00:00,0.462,40
2003-06-18,00:00:00,0.513,40
2003-06-19,00:00:00,0.578,40
2003-06-20,00:00:00,0.704,40
2003-06-21,00:00:00,0.629,40
2003-06-22,00:00:00,0.438,40
2003-06-23,00:00:00,0.455,40
2003-06-24,00:00:00,0.570,40
2003-06-25,00:00:00,0.466,40
2003-06-26,00:00:00,0.332,40
2003-06-27,00:00:00,0.360,40
2003-06-28,00:00:00,0.412,40
2003-06-29,00:00:00,0.404,40
2003-06-30,00:00:00,0.426,40
2003-07-01,00:00:00,0.496,40
2003-07-02,00:00:00,0.668,40
2003-07-03,00:00:00,0.759,40
2003-07-04,00:00:00,0.700,40
2003-07-05,00:00:00,0.688,40
2003-07-06,00:00:00,0.513,40
2003-07-07,00:00:00,0.421,40
2003-07-08,00:00:00,0.405,40
2003-07-09,00:00:00,0.406,40
2003-07-10,00:00:00,0.358,40
2003-07-11,00:00:00,0.374,40
2003-07-12,00:00:00,0.490,40
2003-07-13,00:00:00,0.408,40
2003-07-14,00:00:00,0.354,40
2003-07-15,00:00:00,0.324,40
2003-07-16,00:00:00,0.330,40
2003-07-17,00:00:00,0.367,40
2003-07-18,00:00:00,0.369,40
2003-07-19,00:00:00,0.307,40
2003-07-20,00:00:00,0.308,40
2003-07-21,00:00:00,0.321,40
2003-07-22,00:00:00,0.319,40
2003-07-23,00:00:00,0.327,40
2003-07-24,00:00:00,0.313,40
2003-07-25,00:00:00,0.355,40
2003-07-26,00:00:00,0.359,40
2003-07-27,00:00:00,0.443,40
2003-07-28,00:00:00,0.484,40
2003-07-29,00:00:00,0.367,40
2003-07-30,00:00:00,0.326,40
2003-07-31,00:00:00,0.392,40
2003-08-01,00:00:00,0.358,40
2003-08-02,00:00:00,0.391,40
2003-08-03,00:00:00,0.395,40
2003-08-04,00:00:00,0.335,40
2003-08-05,00:00:00,0.282,40
2003-08-06,00:00:00,0.223,40
2003-08-07,00:00:00,0.236,40
2003-08-08,00:00:00,0.290,40
2003-08-09,00:00:00,0.304,40
2003-08-10,00:00:00,0.295,40
2003-08-11,00:00:00,0.321,40
2003-08-12,00:00:00,0.323,40
2003-08-13,00:00:00,0.342,40
